time,level,message
2026-02-19 19:20:17.430,ERROR,"10822 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=581, reason=Asset in use"
2026-02-19 19:20:21.430,ERROR,"10826 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Failed to return account details for accountId=526, status=404"
2026-02-19 19:20:23.430,ERROR,"10828 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetR"",""type"":""Bond""}"
2026-02-19 19:20:24.430,ERROR,10829 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Account not found for accountId=366
2026-02-19 19:20:26.430,ERROR,10831 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Asset not found for assetId=986
2026-02-19 19:20:29.430,ERROR,"10834 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=282, status=404"
2026-02-19 19:20:32.430,ERROR,"10837 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Could not delete asset assetId=298, status=409"
2026-02-19 19:20:34.430,ERROR,10839 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Received PUT request for /api/v1/assets/435
2026-02-19 19:20:41.430,ERROR,10846 --- [nio-8080-exec-20] c.n.p.controller.MeshDataController      : Received POST request for /api/v1/login998
2026-02-19 19:20:45.430,ERROR,10850 --- [nio-8080-exec-2] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=875
2026-02-19 19:20:49.430,ERROR,"10854 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Validation failed for accountId=182, reason=Invalid phone number"
2026-02-19 19:20:53.430,ERROR,10858 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2029ms)
2026-02-19 19:20:57.430,ERROR,10862 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Deleting asset with assetId=992
2026-02-19 19:21:04.430,ERROR,10869 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=1089
2026-02-19 19:21:06.430,ERROR,"10871 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=586, status=404"
2026-02-19 19:21:13.430,ERROR,"10878 --- [nio-8080-exec-13] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=1021, reason=Asset in use"
2026-02-19 19:21:14.430,ERROR,10879 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=442
2026-02-19 19:21:19.430,ERROR,10884 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=1009
2026-02-19 19:21:26.430,ERROR,"10891 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=793, reason=Asset in use"
2026-02-19 19:21:27.430,ERROR,"10892 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetG"",""type"":""Bond""}"
2026-02-19 19:21:29.430,ERROR,10894 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Deleting asset with assetId=276
2026-02-19 19:21:35.430,ERROR,10900 --- [nio-8080-exec-18] c.n.p.service.MeshDataService      : Asset not found for assetId=928
2026-02-19 19:21:39.430,ERROR,10904 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:21:40.430,ERROR,"10905 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=476, status=404"
2026-02-19 19:21:44.430,ERROR,"10909 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetE"",""type"":""Bond""}"
2026-02-19 19:21:50.430,ERROR,10915 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=756
2026-02-19 19:22:02.430,ERROR,10927 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=340
2026-02-19 19:22:08.430,ERROR,10933 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=694
2026-02-19 19:22:15.430,ERROR,"10940 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=165"
2026-02-19 19:22:22.430,ERROR,"10947 --- [nio-8080-exec-18] c.n.p.service.MeshDataService      : Validation failed for accountId=166, reason=Invalid phone number"
2026-02-19 19:22:24.430,ERROR,10949 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Asset not found for assetId=848
2026-02-19 19:22:29.430,ERROR,"10954 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Creating asset with payload={""name"":""AssetAssetA"",""type"":""Bond""}"
2026-02-19 19:22:34.430,ERROR,"10959 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Validation failed for accountId=440, reason=Invalid phone number"
2026-02-19 19:22:35.430,ERROR,10960 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Account not found for accountId=235
2026-02-19 19:22:36.430,ERROR,10961 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Account not found for accountId=107
2026-02-19 19:22:37.430,ERROR,"10962 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Failed to update account accountId=214, status=400"
2026-02-19 19:22:47.430,ERROR,10972 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Received GET request for /api/v1/assets/641
2026-02-19 19:22:48.430,ERROR,10973 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=678
2026-02-19 19:22:50.430,ERROR,"10975 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=828, status=404"
2026-02-19 19:22:51.430,ERROR,"10976 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Asset created successfully, assetId=389"
2026-02-19 19:23:02.430,ERROR,"10987 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=862, status=404"
2026-02-19 19:23:03.430,ERROR,10988 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=280
2026-02-19 19:23:07.430,ERROR,10992 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Fetching account details for accountId=860
2026-02-19 19:23:11.430,ERROR,10996 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Received PUT request for /api/v1/logout336
2026-02-19 19:23:13.430,ERROR,10998 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Received GET request for /api/v1/accounts/935
2026-02-19 19:23:20.430,ERROR,11005 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=910
2026-02-19 19:23:21.430,ERROR,"11006 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Asset created successfully, assetId=845"
2026-02-19 19:23:23.430,ERROR,"11008 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=1021, status=404"
2026-02-19 19:23:29.430,ERROR,11014 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:23:33.430,ERROR,11018 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2544ms)
2026-02-19 19:23:40.430,ERROR,11025 --- [nio-8080-exec-4] c.n.p.controller.MeshDataController      : Account not found for accountId=447
2026-02-19 19:23:42.430,ERROR,11027 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Received DELETE request for /api/v1/health385
2026-02-19 19:23:52.430,ERROR,11037 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Health check OK
2026-02-19 19:23:53.430,ERROR,11038 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=774
2026-02-19 19:23:54.430,ERROR,11039 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Asset not found for assetId=262
2026-02-19 19:23:55.430,ERROR,11040 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=1372ms)
2026-02-19 19:23:56.430,ERROR,11041 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Fetching asset details for assetId=935
2026-02-19 19:24:01.430,ERROR,11046 --- [nio-8080-exec-7] c.n.p.controller.MeshDataController      : Asset not found for assetId=150
2026-02-19 19:24:12.430,ERROR,"11057 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Could not delete asset assetId=191, status=409"
2026-02-19 19:24:13.430,ERROR,"11058 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Could not delete asset assetId=924, status=409"
2026-02-19 19:24:14.430,ERROR,11059 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=456
2026-02-19 19:24:17.430,ERROR,"11062 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Validation failed for accountId=661, reason=Invalid phone number"
2026-02-19 19:24:20.430,ERROR,11065 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Asset not found for assetId=549
2026-02-19 19:24:25.430,ERROR,11070 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Received POST request for /api/v1/accounts/715
2026-02-19 19:24:27.430,ERROR,"11072 --- [nio-8080-exec-7] c.n.p.controller.MeshDataController      : Could not delete asset assetId=672, status=409"
2026-02-19 19:24:32.430,ERROR,11077 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Asset not found for assetId=311
2026-02-19 19:24:40.430,ERROR,11085 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Account not found for accountId=777
2026-02-19 19:24:47.430,ERROR,"11092 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Could not delete asset assetId=246, status=409"
2026-02-19 19:24:50.430,ERROR,"11095 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Failed to update account accountId=388, status=400"
2026-02-19 19:24:51.430,ERROR,"11096 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Could not delete asset assetId=905, status=409"
2026-02-19 19:24:54.430,ERROR,"11099 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetI"",""type"":""MutualFund""}"
2026-02-19 19:24:58.430,ERROR,11103 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=140
2026-02-19 19:25:00.430,ERROR,"11105 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Could not delete asset assetId=415, status=409"
2026-02-19 19:25:04.430,ERROR,"11109 --- [nio-8080-exec-2] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=561, reason=Asset in use"
2026-02-19 19:25:07.430,ERROR,"11112 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetU"",""type"":""ETF""}"
2026-02-19 19:25:19.430,ERROR,11124 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Deleting asset with assetId=699
2026-02-19 19:25:20.430,ERROR,"11125 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Asset created successfully, assetId=654"
2026-02-19 19:25:34.430,ERROR,11139 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=950
2026-02-19 19:25:35.430,ERROR,"11140 --- [nio-8080-exec-1] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetX"",""type"":""Bond""}"
2026-02-19 19:25:39.430,ERROR,11144 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Received POST request for /api/v1/login1087
2026-02-19 19:25:46.430,ERROR,"11151 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Failed to update account accountId=146, status=400"
2026-02-19 19:25:48.430,ERROR,11153 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Asset not found for assetId=977
2026-02-19 19:25:55.430,ERROR,"11160 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=561, status=404"
2026-02-19 19:25:56.430,ERROR,"11161 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Failed to update account accountId=753, status=400"
2026-02-19 19:25:57.430,ERROR,"11162 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Failed to update account accountId=147, status=400"
2026-02-19 19:26:00.430,ERROR,11165 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=427
2026-02-19 19:26:04.430,ERROR,"11169 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=286, reason=Asset in use"
2026-02-19 19:26:05.430,ERROR,"11170 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=639"
2026-02-19 19:26:15.430,ERROR,11180 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Fetching asset details for assetId=1024
2026-02-19 19:26:16.430,ERROR,"11181 --- [nio-8080-exec-5] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetD"",""type"":""MutualFund""}"
2026-02-19 19:26:20.430,ERROR,11185 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=1019
2026-02-19 19:26:24.430,ERROR,"11189 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=293, reason=Asset in use"
2026-02-19 19:26:34.430,ERROR,"11199 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Creating asset with payload={""name"":""AssetAssetN"",""type"":""Stock""}"
2026-02-19 19:26:48.430,ERROR,11213 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=2100ms)
2026-02-19 19:26:53.430,ERROR,11218 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Fetching account details for accountId=234
2026-02-19 19:26:57.430,ERROR,"11222 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=642"
2026-02-19 19:27:01.430,ERROR,"11226 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Failed to return account details for accountId=842, status=404"
2026-02-19 19:27:04.430,ERROR,11229 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:27:08.430,ERROR,11233 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=2210ms)
2026-02-19 19:27:11.430,ERROR,11236 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:27:24.430,ERROR,11249 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=859
2026-02-19 19:27:29.430,ERROR,11254 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Asset not found for assetId=883
2026-02-19 19:27:31.430,ERROR,11256 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=132
2026-02-19 19:27:32.430,ERROR,"11257 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Validation failed for accountId=539, reason=Invalid phone number"
2026-02-19 19:27:37.430,ERROR,"11262 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Creating asset with payload={""name"":""AssetAssetO"",""type"":""ETF""}"
2026-02-19 19:27:40.430,ERROR,11265 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Received GET request for /api/v1/logout774
2026-02-19 19:27:46.430,ERROR,"11271 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Asset created successfully, assetId=361"
2026-02-19 19:27:53.430,ERROR,11278 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=991
2026-02-19 19:28:00.430,ERROR,11285 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Fetching account details for accountId=241
2026-02-19 19:28:11.430,ERROR,"11296 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=960, reason=Asset in use"
2026-02-19 19:28:13.430,ERROR,"11298 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetR"",""type"":""ETF""}"
2026-02-19 19:28:17.430,ERROR,"11302 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=811, reason=Asset in use"
2026-02-19 19:28:18.430,ERROR,11303 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Account not found for accountId=218
2026-02-19 19:28:27.430,ERROR,"11312 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Validation failed for accountId=379, reason=Invalid phone number"
2026-02-19 19:28:30.430,ERROR,"11315 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=601, reason=Asset in use"
2026-02-19 19:28:32.430,ERROR,11317 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Deleting asset with assetId=905
2026-02-19 19:28:35.430,ERROR,"11320 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Could not delete asset assetId=708, status=409"
2026-02-19 19:28:36.430,ERROR,11321 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Asset not found for assetId=115
2026-02-19 19:28:41.430,ERROR,11326 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Account not found for accountId=865
2026-02-19 19:28:44.430,ERROR,"11329 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=1087"
2026-02-19 19:28:45.430,ERROR,11330 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Asset not found for assetId=708
2026-02-19 19:28:47.430,ERROR,11332 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:28:48.430,ERROR,"11333 --- [nio-8080-exec-16] c.n.p.controller.MeshDataController      : Could not delete asset assetId=293, status=409"
2026-02-19 19:28:50.430,ERROR,11335 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Asset not found for assetId=219
2026-02-19 19:28:58.430,ERROR,"11343 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Failed to return account details for accountId=563, status=404"
2026-02-19 19:28:59.430,ERROR,11344 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Account not found for accountId=925
2026-02-19 19:29:01.430,ERROR,11346 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Asset not found for assetId=381
2026-02-19 19:29:02.430,ERROR,"11347 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=487, status=404"
2026-02-19 19:29:03.430,ERROR,"11348 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=596, status=404"
2026-02-19 19:29:07.430,ERROR,"11352 --- [nio-8080-exec-19] c.n.p.service.MeshDataService      : Asset created successfully, assetId=681"
2026-02-19 19:29:09.430,ERROR,11354 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Fetching account details for accountId=153
2026-02-19 19:29:10.430,ERROR,"11355 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Failed to return account details for accountId=358, status=404"
2026-02-19 19:29:11.430,ERROR,11356 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Received PUT request for /api/v1/assets/634
2026-02-19 19:29:15.430,ERROR,11360 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Deleting asset with assetId=850
2026-02-19 19:29:20.430,ERROR,"11365 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetW"",""type"":""Stock""}"
2026-02-19 19:29:26.430,ERROR,11371 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Fetching account details for accountId=728
2026-02-19 19:29:27.430,ERROR,11372 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Received GET request for /api/v1/assets/647
2026-02-19 19:29:28.430,ERROR,11373 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=730
2026-02-19 19:29:31.430,ERROR,11376 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=352
2026-02-19 19:29:38.430,ERROR,"11383 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Failed to return account details for accountId=1086, status=404"
2026-02-19 19:29:48.430,ERROR,"11393 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Could not delete asset assetId=118, status=409"
2026-02-19 19:29:50.430,ERROR,"11395 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=859, status=404"
2026-02-19 19:29:51.430,ERROR,11396 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=1228ms)
2026-02-19 19:29:56.430,ERROR,"11401 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Failed to update account accountId=478, status=400"
2026-02-19 19:29:58.430,ERROR,"11403 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Failed to update account accountId=160, status=400"
2026-02-19 19:30:00.430,ERROR,11405 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Received GET request for /api/v1/logout417
2026-02-19 19:30:02.430,ERROR,11407 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=231
2026-02-19 19:30:07.430,ERROR,"11412 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=867, reason=Asset in use"
2026-02-19 19:30:09.430,ERROR,"11414 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Validation failed for accountId=833, reason=Invalid phone number"
2026-02-19 19:30:11.430,ERROR,11416 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Fetching asset details for assetId=345
2026-02-19 19:30:14.430,ERROR,"11419 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Asset created successfully, assetId=821"
2026-02-19 19:30:15.430,ERROR,11420 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Deleting asset with assetId=533
2026-02-19 19:30:17.430,ERROR,"11422 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Could not delete asset assetId=344, status=409"
2026-02-19 19:30:21.430,ERROR,11426 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Deleting asset with assetId=236
2026-02-19 19:30:26.430,ERROR,"11431 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=551, status=404"
2026-02-19 19:30:31.430,ERROR,"11436 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=877, reason=Asset in use"
2026-02-19 19:30:32.430,ERROR,11437 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Account not found for accountId=101
2026-02-19 19:30:34.430,ERROR,"11439 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Failed to return account details for accountId=162, status=404"
2026-02-19 19:30:43.430,ERROR,"11448 --- [nio-8080-exec-20] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=1060, reason=Asset in use"
2026-02-19 19:30:46.430,ERROR,"11451 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=802"
2026-02-19 19:30:49.430,ERROR,"11454 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=538, reason=Asset in use"
2026-02-19 19:30:53.430,ERROR,11458 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=399
2026-02-19 19:30:54.430,ERROR,11459 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Fetching account details for accountId=932
2026-02-19 19:30:55.430,ERROR,"11460 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Asset created successfully, assetId=704"
2026-02-19 19:31:05.430,ERROR,"11470 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=743, reason=Asset in use"
2026-02-19 19:31:06.430,ERROR,11471 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Received POST request for /api/v1/login482
2026-02-19 19:31:07.430,ERROR,"11472 --- [nio-8080-exec-4] c.n.p.controller.MeshDataController      : Could not delete asset assetId=140, status=409"
2026-02-19 19:31:08.430,ERROR,"11473 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Failed to return account details for accountId=622, status=404"
2026-02-19 19:31:15.430,ERROR,"11480 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Creating asset with payload={""name"":""AssetAssetY"",""type"":""MutualFund""}"
2026-02-19 19:31:17.430,ERROR,"11482 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=515, status=404"
2026-02-19 19:31:18.430,ERROR,"11483 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Failed to return account details for accountId=1011, status=404"
2026-02-19 19:31:21.430,ERROR,11486 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=694
2026-02-19 19:31:24.430,ERROR,"11489 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Could not delete asset assetId=220, status=409"
2026-02-19 19:31:28.430,ERROR,"11493 --- [nio-8080-exec-5] c.n.p.service.MeshDataService      : Validation failed for accountId=184, reason=Invalid phone number"
2026-02-19 19:31:29.430,ERROR,11494 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Received POST request for /api/v1/accounts/126
2026-02-19 19:31:31.430,ERROR,11496 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Fetching account details for accountId=720
2026-02-19 19:31:32.430,ERROR,"11497 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=566, reason=Asset in use"
2026-02-19 19:31:34.430,ERROR,11499 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Asset not found for assetId=1035
2026-02-19 19:31:43.430,ERROR,"11508 --- [nio-8080-exec-19] c.n.p.service.MeshDataService      : Could not delete asset assetId=496, status=409"
2026-02-19 19:31:50.430,ERROR,11515 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Received PUT request for /api/v1/health389
2026-02-19 19:31:52.430,ERROR,11517 --- [nio-8080-exec-18] c.n.p.service.MeshDataService      : Fetching account details for accountId=513
2026-02-19 19:31:55.430,ERROR,11520 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=528
2026-02-19 19:32:01.430,ERROR,11526 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Received POST request for /api/v1/health412
2026-02-19 19:32:09.430,ERROR,11534 --- [nio-8080-exec-20] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=107
2026-02-19 19:32:15.430,ERROR,11540 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Deleting asset with assetId=127
2026-02-19 19:32:17.430,ERROR,11542 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2702ms)
2026-02-19 19:32:18.430,ERROR,11543 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:32:24.430,ERROR,11549 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=244
2026-02-19 19:32:26.430,ERROR,"11551 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Failed to return account details for accountId=239, status=404"
2026-02-19 19:32:27.430,ERROR,11552 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Received PUT request for /api/v1/assets/615
2026-02-19 19:32:29.430,ERROR,"11554 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=429, status=404"
2026-02-19 19:32:32.430,ERROR,"11557 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=929, status=404"
2026-02-19 19:32:39.430,ERROR,11564 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Account not found for accountId=817
2026-02-19 19:32:40.430,ERROR,11565 --- [nio-8080-exec-20] c.n.p.controller.MeshDataController      : Deleting asset with assetId=581
